id,from_id,to_id,exposure
166,2084,1690,CLOSE
167,7165,4865,CASUAL
168,4935,8105,DISTANT
169,2902,6201,CASUAL
170,7956,2598,CLOSE
171,5339,8268,CLOSE
172,7174,623,CLOSE
173,3533,3112,DISTANT
174,5302,984,DISTANT
175,3175,7816,CLOSE
176,8471,6947,CASUAL
177,2009,374,CLOSE
178,8540,3376,DISTANT
179,4680,8270,DISTANT
180,3365,1051,CLOSE
181,8918,7387,CASUAL
182,6595,9065,DISTANT
183,2201,8743,CASUAL
184,1508,3202,CLOSE
185,2927,2446,DISTANT
186,6919,3918,CLOSE
187,6608,3284,CASUAL
188,9700,2526,DISTANT
189,8623,3574,DISTANT
190,1795,8636,DISTANT
191,746,8388,DISTANT
192,2220,7046,CASUAL
193,1929,7875,DISTANT
194,7741,3915,CLOSE
195,787,1280,CASUAL
196,4104,6628,CLOSE
197,9980,3298,DISTANT
198,7748,2300,CASUAL
199,2418,1109,CASUAL
200,9471,3514,CASUAL
201,9386,4044,CASUAL
202,5407,2074,DISTANT
203,3021,3197,CASUAL
204,4323,4642,DISTANT
205,2350,4640,CASUAL
206,9698,6802,CASUAL
207,6639,487,CLOSE
208,5025,8550,CASUAL
209,1787,6773,CASUAL
210,890,7356,CASUAL
211,4979,7417,CLOSE
212,2583,8312,DISTANT
213,7462,6514,CLOSE
214,7321,4467,CLOSE
215,6363,6173,DISTANT
216,6576,3719,CLOSE
217,7835,8658,CLOSE
218,584,7171,CLOSE
219,8409,5444,CASUAL
220,1329,9225,CLOSE
221,6679,1814,CLOSE
222,3603,7710,CASUAL
223,3880,2326,CASUAL
224,4974,9049,CASUAL
225,8388,5504,DISTANT
226,6030,9646,DISTANT
227,8817,7987,CASUAL
228,1053,8543,CASUAL
229,1838,4190,CLOSE
230,8777,2587,CLOSE
231,5696,9235,CLOSE
232,2125,499,CLOSE
233,8314,5707,DISTANT
234,5850,2392,CLOSE
235,2819,7516,DISTANT
236,3927,8208,CLOSE
237,4869,1103,DISTANT
238,4541,7727,CLOSE
239,9539,8174,CLOSE
240,5459,5033,CASUAL
241,8249,4803,CLOSE
242,4531,1872,DISTANT
243,1510,1181,CASUAL
244,9073,1528,CASUAL
245,7443,7371,CASUAL
246,1478,1577,DISTANT
247,3984,8669,CASUAL
248,465,2799,CASUAL
249,9335,5314,CLOSE
250,294,658,CLOSE
251,454,1814,DISTANT
252,6657,3786,DISTANT
253,2166,8212,CLOSE
254,7449,1085,CASUAL
255,4709,4006,CASUAL
256,6673,9693,CASUAL
257,3241,4203,CASUAL
258,840,901,CASUAL
259,9051,9347,CLOSE
260,7353,8883,DISTANT
261,6733,8337,CASUAL
262,3688,5621,CLOSE
263,6094,1367,CLOSE
264,4241,7516,CASUAL
265,239,3939,CASUAL
266,2175,2714,DISTANT
267,2071,1452,DISTANT
268,1635,6964,CASUAL
269,5955,1083,DISTANT
270,309,8261,CASUAL
271,4338,5152,DISTANT
272,3555,1934,CASUAL
273,1580,3239,DISTANT
274,3526,2935,CASUAL
275,8663,6137,DISTANT
276,2699,4646,DISTANT
277,4122,3769,CASUAL
278,3826,7104,CLOSE
279,2897,8287,CLOSE
280,3526,7538,CASUAL
281,261,8127,CLOSE
282,5964,3107,CLOSE
283,5250,4012,DISTANT
284,9475,8729,DISTANT
285,5751,5450,CLOSE
286,9684,6701,CASUAL
287,9872,2967,CASUAL
288,9845,3661,CASUAL
289,9705,8196,DISTANT
290,9707,233,CLOSE
291,1670,4417,CLOSE
292,7835,4375,CASUAL
293,5819,3615,CASUAL
294,2070,1870,CLOSE
295,462,5582,DISTANT
296,9539,8618,CLOSE
297,6074,5515,DISTANT
298,9122,4841,CASUAL
299,3075,192,DISTANT
300,8067,5448,CLOSE
301,4044,2052,CASUAL
302,8596,4766,DISTANT
303,6561,1935,DISTANT
304,8672,2237,CASUAL
305,778,9790,DISTANT
306,7216,8689,CLOSE
307,3089,1756,CASUAL
308,5162,5367,CASUAL
309,7123,426,CASUAL
310,6121,9987,CASUAL
311,8475,7665,CASUAL
312,7772,8530,CASUAL
313,4736,8043,CASUAL
314,1963,7632,CLOSE
315,7371,6663,CLOSE
316,1723,9552,CLOSE
317,3609,4109,DISTANT
318,6032,9617,CLOSE
319,681,8655,CASUAL
320,8766,5663,CASUAL
321,2773,506,CASUAL
322,5255,5299,DISTANT
323,5594,2815,CLOSE
324,4208,8370,CASUAL
325,4782,7615,DISTANT
326,4545,6283,DISTANT
327,2612,8128,DISTANT
328,7511,4470,DISTANT
329,9800,4817,DISTANT
330,4854,271,CLOSE
331,1410,1836,DISTANT
332,3956,2981,DISTANT
333,2835,1130,DISTANT
334,5253,2285,CASUAL
335,2373,1170,CASUAL
336,5927,4985,CASUAL
337,5773,2406,CASUAL
338,7518,9811,CASUAL
339,3608,3390,DISTANT
340,9993,1484,DISTANT
341,1486,3326,CLOSE
342,4036,4886,CASUAL
343,6671,6431,CLOSE
344,5677,6652,DISTANT
345,6277,8302,CASUAL
346,1283,92,CLOSE
347,3937,4164,CLOSE
348,4915,3582,CLOSE
349,9165,848,CASUAL
350,7880,7160,CLOSE
351,7210,4301,DISTANT
352,6072,1561,DISTANT
353,2404,4285,DISTANT
354,1409,4171,DISTANT
355,5620,500,CLOSE
356,9736,3758,CLOSE
357,4852,4803,DISTANT
358,2748,4992,CASUAL
359,322,9991,DISTANT
360,1535,8389,DISTANT
361,2835,7114,DISTANT
362,8299,1622,CASUAL
363,9980,8356,CLOSE
364,5851,8842,CLOSE
365,8843,6329,DISTANT
366,9941,1833,DISTANT
367,3259,6400,CLOSE
368,9531,8118,CASUAL
369,465,9046,CLOSE
370,521,4695,DISTANT
371,81,3923,CLOSE
372,5374,2653,DISTANT
373,3463,1539,CASUAL
374,7325,4951,CASUAL
375,6282,9873,CASUAL
376,1498,3921,CLOSE
377,5648,1470,DISTANT
378,1923,6628,DISTANT
379,8543,9387,CLOSE
380,9504,3551,CLOSE
381,3505,4962,DISTANT
382,2170,5170,CLOSE
383,1549,1347,CLOSE
384,751,3847,DISTANT
385,8857,1672,DISTANT
386,8085,4659,DISTANT
387,8592,37,CLOSE
388,273,995,CASUAL
389,6803,9792,CASUAL
390,1216,800,CASUAL
391,7793,4103,CLOSE
392,9091,5791,CLOSE
393,2516,4887,CLOSE
394,2641,5975,CLOSE
395,8571,2941,CLOSE
396,1858,1675,CLOSE
397,5797,735,DISTANT
398,9441,2958,CASUAL
399,1833,3081,CLOSE
400,7876,7509,CASUAL
401,398,5380,CLOSE
402,2615,4641,DISTANT
403,5146,2435,CASUAL
404,7083,6200,CLOSE
405,2879,5087,CASUAL
406,7680,896,CASUAL
407,9882,1731,CLOSE
408,8114,8795,CASUAL
409,8813,3934,CASUAL
410,4968,5115,DISTANT
411,4098,2891,DISTANT
412,7743,6121,CLOSE
413,6915,6806,DISTANT
414,108,7979,CLOSE
415,7225,6317,DISTANT
416,1784,3563,DISTANT
417,4159,6422,CLOSE
418,5018,3836,DISTANT
419,2589,8211,CASUAL
420,1143,2365,CLOSE
421,1696,156,DISTANT
422,7439,2509,CASUAL
423,4702,4675,CLOSE
424,5482,3870,DISTANT
425,1519,2440,CLOSE
426,5578,3105,CLOSE
427,3316,6713,CLOSE
428,7688,1764,CASUAL
429,7653,4869,CLOSE
430,7067,4009,CLOSE
431,7151,6519,CASUAL
432,4426,2287,DISTANT
433,8334,5682,DISTANT
434,6376,5887,CASUAL
435,4496,9243,CASUAL
436,890,5868,CLOSE
437,4820,7373,CLOSE
438,1785,4511,DISTANT
439,9211,2390,DISTANT
440,4298,5330,CLOSE
441,1249,1821,CASUAL
442,2882,1985,CASUAL
443,6453,6527,CASUAL
444,2736,6493,CASUAL
445,2178,1804,DISTANT
446,8385,8362,DISTANT
447,117,4815,CASUAL
448,2879,1130,DISTANT
449,1042,2513,CLOSE
450,7278,2947,CLOSE
451,227,859,CASUAL
452,2222,6546,CLOSE
453,5952,3582,CLOSE
454,2539,7754,CASUAL
455,1704,6683,CASUAL
456,881,9023,CLOSE
457,2792,6668,CLOSE
458,6485,1130,CASUAL
459,1053,6456,CASUAL
460,7856,6182,DISTANT
461,9101,4162,DISTANT
462,6747,9825,DISTANT
463,648,1820,CASUAL
464,7978,9069,CLOSE
465,6794,949,CLOSE
466,1819,520,CASUAL
467,2794,6298,CLOSE
468,8189,8114,CASUAL
469,573,7804,DISTANT
470,188,5173,DISTANT
471,6980,6245,DISTANT
472,1324,4322,DISTANT
473,7253,6151,CLOSE
474,7354,118,DISTANT
475,4304,9066,CLOSE
476,6008,7148,CLOSE
477,714,608,CASUAL
478,3492,3885,CLOSE
479,7222,3958,CLOSE
480,9484,7861,CASUAL
481,1180,5688,CASUAL
482,1588,1281,CLOSE
483,2389,3348,DISTANT
484,5397,2443,CLOSE
485,7845,5043,DISTANT
486,9264,8520,CLOSE
487,9541,5663,CASUAL
488,7532,3234,DISTANT
489,2946,7621,DISTANT
490,2421,635,CASUAL
491,3071,1065,CASUAL
492,7303,7079,CASUAL
493,358,9018,CLOSE
494,5308,7089,CLOSE
495,5294,2900,CASUAL
496,2751,571,DISTANT
497,3335,8847,CASUAL
498,9215,3335,CLOSE
499,8304,2948,DISTANT
500,4485,5544,CASUAL
501,9068,3941,CASUAL
502,3592,8926,DISTANT
503,9419,2418,CASUAL
504,1504,9234,DISTANT
505,2257,9024,DISTANT
506,6516,5095,DISTANT
507,4760,1439,DISTANT
508,9888,1028,CASUAL
509,2357,9721,CLOSE
510,3411,5432,DISTANT
511,6963,5481,CLOSE
512,1966,8627,CASUAL
513,8346,8500,CASUAL
514,6105,8220,CASUAL
515,1905,2949,CLOSE
516,584,1350,DISTANT
517,699,2568,DISTANT
518,8260,2064,CASUAL
519,7855,3937,CASUAL
520,8705,9913,CASUAL
521,8724,7634,CASUAL
522,5334,5728,CLOSE
523,1969,8244,CLOSE
524,5823,2816,CASUAL
525,7529,4391,DISTANT
526,9800,748,CLOSE
527,3093,1821,CLOSE
528,4614,1525,DISTANT
529,3346,1035,CLOSE
530,3230,9961,CLOSE
531,4095,7477,DISTANT
532,8723,495,CASUAL
533,8666,9056,CASUAL
534,3961,3466,CLOSE
535,8226,4695,CLOSE
536,4117,7872,CLOSE
537,6392,7801,CASUAL
538,111,329,CLOSE
539,2742,3694,CLOSE
540,6670,1730,CLOSE
541,7658,2023,CASUAL
542,3873,2962,DISTANT
543,6027,5026,DISTANT
544,5405,5203,CLOSE
545,3439,7143,CASUAL
546,1713,119,CLOSE
547,6069,9324,CASUAL
548,4126,8876,DISTANT
549,7441,2917,CASUAL
550,1868,1495,CASUAL
551,9291,2023,CASUAL
552,3035,228,CLOSE
553,5145,1413,DISTANT
554,7708,6417,CASUAL
555,5620,2967,CASUAL
556,7927,4564,CLOSE
557,3540,3312,DISTANT
558,4012,5113,CASUAL
559,5986,7882,CLOSE
560,8133,5053,CASUAL
561,8652,2476,CASUAL
562,6583,2426,CASUAL
563,1489,9485,CASUAL
564,8085,5015,DISTANT
565,4040,4480,CASUAL
566,1352,8610,CLOSE
567,9025,8255,DISTANT
568,9687,3737,CLOSE
569,7746,2856,CASUAL
570,3250,1080,CASUAL
571,2406,1410,DISTANT
572,1364,6474,CASUAL
573,1073,869,DISTANT
574,9709,4332,DISTANT
575,4327,9302,CASUAL
576,3,4251,DISTANT
577,5873,3636,CASUAL
578,1808,720,CLOSE
579,13,4642,DISTANT
580,1753,5004,DISTANT
581,3218,9031,CLOSE
582,7558,3930,DISTANT
583,2715,4385,CLOSE
584,7524,2577,CASUAL
585,2092,2951,DISTANT
586,2548,8987,CLOSE
587,1494,3718,CASUAL
588,8009,7183,DISTANT
589,8105,9087,DISTANT
590,3226,3336,CASUAL
591,3279,7608,CASUAL
592,9775,7156,DISTANT
593,1080,507,DISTANT
594,2408,6513,CASUAL
595,3058,8127,CASUAL
596,2434,3114,DISTANT
597,5644,5962,CASUAL
598,3855,6375,CASUAL
599,1879,2984,DISTANT
600,2226,4691,CLOSE
601,6584,6306,CASUAL
602,4680,1011,CASUAL
603,1592,4292,CASUAL
604,6402,2635,CASUAL
605,6093,892,CASUAL
606,6615,6684,CASUAL
607,7416,1086,CLOSE
608,3942,997,CLOSE
609,5362,6202,CLOSE
610,9098,6207,DISTANT
611,9075,8109,CASUAL
612,6874,2367,CASUAL
613,1632,6618,CASUAL
614,7762,7200,CASUAL
615,2508,7437,CASUAL
616,4027,8156,CASUAL
617,9849,8544,DISTANT
618,9196,4103,DISTANT
619,7828,8624,DISTANT
620,6223,4543,CASUAL
621,805,3492,DISTANT
622,7634,186,DISTANT
623,7926,5430,CASUAL
624,3055,6520,DISTANT
625,8440,2853,CASUAL
626,2097,7779,CLOSE
627,2645,5877,CASUAL
628,2100,6106,DISTANT
629,8526,5532,CLOSE
630,5397,1714,CLOSE
631,9209,5104,DISTANT
632,3796,8359,CASUAL
633,4966,2367,DISTANT
634,8665,7878,CASUAL
635,6857,6282,DISTANT
636,9033,9111,CASUAL
637,6519,5296,CLOSE
638,951,5779,CASUAL
639,8639,7810,DISTANT
640,6337,5603,CASUAL
641,2495,2700,CASUAL
642,3079,197,DISTANT
643,9485,7226,CLOSE
644,3333,3083,DISTANT
645,8107,5943,CLOSE
646,9332,2380,CLOSE
647,372,1330,CASUAL
648,5266,5919,CASUAL
649,2296,8260,CASUAL
650,3632,4045,DISTANT
651,1591,7058,CLOSE
652,7657,374,CLOSE
653,8912,9222,DISTANT
654,7680,1019,DISTANT
655,4120,8629,CLOSE
656,6334,8557,DISTANT
657,6909,814,CLOSE
658,1377,7049,CASUAL
659,4558,2434,DISTANT
660,139,2038,CASUAL
661,7860,9143,DISTANT
662,9092,3996,CLOSE
663,4585,6981,CASUAL
664,7280,8863,DISTANT
665,9721,9454,CASUAL
666,4016,2470,CLOSE
667,6294,610,CASUAL
668,5021,3778,DISTANT
669,3770,6864,DISTANT
670,4102,1786,DISTANT
671,744,7481,CASUAL
672,7736,4097,CLOSE
673,9536,6086,CLOSE
674,7745,5346,DISTANT
675,6837,4850,CASUAL
676,7468,6854,CLOSE
677,8692,9045,DISTANT
678,8506,2533,CASUAL
679,1920,7683,DISTANT
680,1581,5091,CASUAL
681,4025,8509,CLOSE
682,47,2316,DISTANT
683,9585,1235,CLOSE
684,2682,8765,CLOSE
685,4787,4218,DISTANT
686,9962,1536,DISTANT
687,1820,4728,DISTANT
688,6061,7339,CLOSE
689,6953,4074,CASUAL
690,3108,3657,DISTANT
691,8826,6471,CLOSE
692,612,5792,CLOSE
693,9427,1526,DISTANT
694,8837,327,DISTANT
695,3254,8237,DISTANT
696,2310,6415,CASUAL
697,9281,2815,CASUAL
698,8705,6081,DISTANT
699,3665,9907,CLOSE
700,6493,8444,CASUAL
701,6996,4742,DISTANT
702,7439,2707,DISTANT
703,6359,676,CLOSE
704,3877,3143,CASUAL
705,9675,1352,CLOSE
706,4652,6916,CLOSE
707,7744,2649,CASUAL
708,8271,348,DISTANT
709,280,6361,DISTANT
710,1952,8544,CASUAL
711,9969,9120,CLOSE
712,9125,6970,DISTANT
713,9723,5314,CLOSE
714,8817,6461,CASUAL
715,6476,8451,CLOSE
716,9546,8695,DISTANT
717,4909,9248,CASUAL
718,2575,3182,CASUAL
719,1716,7956,DISTANT
720,1865,3784,CLOSE
721,1707,6657,CASUAL
722,1407,531,CASUAL
723,888,9948,CASUAL
724,3412,4035,CLOSE
725,9406,7451,DISTANT
726,3314,1459,CLOSE
727,228,7352,DISTANT
728,1954,447,CASUAL
729,8907,116,CASUAL
730,5904,3965,CASUAL
731,3630,6055,CLOSE
732,9644,973,DISTANT
733,6523,1176,DISTANT
734,2098,9862,CLOSE
735,4561,9299,CASUAL
736,8739,2766,CLOSE
737,2412,7008,DISTANT
738,6201,7765,DISTANT
739,9628,9164,CLOSE
740,1923,6419,DISTANT
741,1887,3191,CLOSE
742,5899,6963,CLOSE
743,469,6642,CASUAL
744,8871,2473,DISTANT
745,8210,8598,CLOSE
746,4203,3231,DISTANT
747,1536,6804,CLOSE
748,3793,3215,DISTANT
749,4328,9181,DISTANT
750,4986,2407,CLOSE
751,5869,6472,CASUAL
752,7668,6476,CASUAL
753,511,9399,DISTANT
754,6907,9916,CASUAL
755,943,7186,DISTANT
756,4635,6867,CLOSE
757,4389,1330,DISTANT
758,8132,649,CLOSE
759,1402,6082,CLOSE
760,4456,3722,CLOSE
761,5476,4411,CLOSE
762,625,4020,CLOSE
763,2568,6391,CLOSE
764,387,6514,CLOSE
765,2010,6461,DISTANT
766,7783,915,CASUAL
767,8302,4676,CASUAL
768,9919,2651,CLOSE
769,1838,312,CASUAL
770,638,8726,DISTANT
771,5204,9815,CASUAL
772,7725,1723,CASUAL
773,5066,8124,DISTANT
774,9882,4216,CLOSE
775,2684,1218,DISTANT
776,4155,9250,CASUAL
777,1987,3455,CASUAL
778,2339,6581,CLOSE
779,9358,4984,CASUAL
780,5346,8990,DISTANT
781,6904,2711,CLOSE
782,7509,1860,DISTANT
783,4070,2655,DISTANT
784,1760,53,CASUAL
785,7375,7824,CASUAL
786,8543,2642,DISTANT
787,3104,2946,CLOSE
788,8684,3426,CLOSE
789,5756,1684,CLOSE
790,6736,4585,CASUAL
791,4895,8053,CLOSE
792,8878,8056,CASUAL
793,1353,6192,DISTANT
794,3499,62,CASUAL
795,439,9059,CASUAL
796,9589,9876,DISTANT
797,9311,5413,CLOSE
798,8561,6353,CASUAL
799,7119,1045,DISTANT
800,6589,8867,CLOSE
801,8826,7799,CASUAL
802,2957,4237,DISTANT
803,712,9805,CLOSE
804,2319,2748,DISTANT
805,3816,1203,DISTANT
806,2888,2354,DISTANT
807,6080,310,CLOSE
808,558,2107,CLOSE
809,3435,3154,CLOSE
810,4716,911,CLOSE
811,6583,1519,DISTANT
812,3795,8443,CASUAL
813,3237,6321,DISTANT
814,1702,9420,DISTANT
815,299,5670,CLOSE
816,9565,6939,DISTANT
817,2570,8098,DISTANT
818,6877,4935,CASUAL
819,4949,9960,DISTANT
820,6931,1231,DISTANT
821,3919,5216,CASUAL
822,9518,9443,CASUAL
823,689,3949,CASUAL
824,7181,6127,CLOSE
825,3387,4895,CASUAL
826,3500,7212,DISTANT
827,402,1031,CASUAL
828,1821,2978,CLOSE
829,7587,868,CASUAL
830,4667,3632,DISTANT
831,1345,4212,DISTANT
832,7585,2207,CASUAL
833,8456,6287,CLOSE
834,2875,909,DISTANT
835,3754,216,CLOSE
836,2189,133,CLOSE
837,599,2028,CASUAL
838,3874,8768,DISTANT
839,189,9508,DISTANT
840,1940,1161,CLOSE
841,5279,8575,CLOSE
842,7409,6201,DISTANT
843,4398,5256,CLOSE
844,3877,3097,CLOSE
845,8468,8340,CLOSE
846,4840,653,DISTANT
847,5527,9304,DISTANT
848,662,864,CASUAL
849,2158,7743,DISTANT
850,243,266,DISTANT
851,8057,5435,DISTANT
852,4478,7075,CLOSE
853,9087,5079,CLOSE
854,7327,6152,CASUAL
855,1372,8748,DISTANT
856,7395,9219,DISTANT
857,6157,3074,CLOSE
858,4554,57,CASUAL
859,7336,3854,DISTANT
860,422,6200,DISTANT
861,7932,1509,DISTANT
862,3101,418,CASUAL
863,3426,9083,CASUAL
864,6990,5987,DISTANT
865,9844,8800,DISTANT
866,1492,5166,CLOSE
867,3027,9405,CLOSE
868,3382,666,CASUAL
869,3678,1349,CLOSE
870,6647,3834,CLOSE
871,5970,1853,CLOSE
872,179,4860,DISTANT
873,9306,2414,CASUAL
874,8328,4443,CASUAL
875,9612,4821,CLOSE
876,124,9133,CASUAL
877,551,3067,DISTANT
878,7851,354,CASUAL
879,3854,6536,DISTANT
880,4782,8434,CLOSE
881,529,6352,CLOSE
882,5905,3609,CLOSE
883,7578,6516,CLOSE
884,9880,9084,DISTANT
885,8437,9420,CASUAL
886,6339,5629,DISTANT
887,349,1989,DISTANT
888,6413,6130,CASUAL
889,3014,4903,CASUAL
890,7594,6241,CLOSE
891,9439,3124,CLOSE
892,6918,4802,CLOSE
893,4227,9977,DISTANT
894,2218,119,CLOSE
895,1731,1791,CASUAL
896,6731,7439,CLOSE
897,3535,8569,DISTANT
898,6106,1349,CLOSE
899,9984,9584,DISTANT
900,5489,6713,CASUAL
901,8954,3248,CASUAL
902,8509,2916,CLOSE
903,2534,2417,DISTANT
904,7925,7752,DISTANT
905,2383,1182,CASUAL
906,1911,4642,DISTANT
907,7147,2838,CLOSE
908,9270,9402,CASUAL
909,1256,3388,CLOSE
910,4928,298,CASUAL
911,3350,8002,CLOSE
912,6656,1405,CLOSE
913,2003,3293,CLOSE
914,8991,4686,CLOSE
915,1284,1602,CLOSE
916,8012,7011,CLOSE
917,2441,723,DISTANT
918,6159,1518,CASUAL
919,8630,2663,DISTANT
920,451,2523,DISTANT
921,1155,9636,DISTANT
922,141,2219,CLOSE
923,2708,4883,CASUAL
924,688,2960,CASUAL
925,9087,5897,DISTANT
926,3428,1637,CLOSE
927,8976,253,CASUAL
928,1307,3355,CLOSE
929,7006,7824,DISTANT
930,8046,8456,CLOSE
931,6789,8425,CLOSE
932,3511,5311,CLOSE
933,2547,9848,CASUAL
934,792,3945,DISTANT
935,9318,227,CLOSE
936,9488,8409,DISTANT
937,8712,8920,CLOSE
938,3993,4931,CASUAL
939,6226,7616,CLOSE
940,1979,7183,DISTANT
941,7026,3073,DISTANT
942,242,9145,CASUAL
943,5301,4692,CLOSE
944,2394,3411,CASUAL
945,57,4832,CASUAL
946,8623,5592,CASUAL
947,668,4487,DISTANT
948,7286,9494,CASUAL
949,6809,4174,CLOSE
950,3748,7024,CLOSE
951,7518,2198,DISTANT
952,16,9204,CASUAL
953,3376,2798,CASUAL
954,3297,8221,DISTANT
955,3274,7248,DISTANT
956,2443,6466,CLOSE
957,4797,361,CASUAL
958,4019,2458,DISTANT
959,5385,7500,CASUAL
960,8307,3856,CASUAL
961,4047,5385,CASUAL
962,8660,8845,DISTANT
963,7469,2417,CASUAL
964,8641,2908,CASUAL
965,6064,7272,DISTANT
966,2598,4479,CLOSE
967,5768,8873,CASUAL
968,5774,1581,CLOSE
969,80,2650,CLOSE
970,114,8044,CASUAL
971,1571,8981,CASUAL
972,7085,1586,CASUAL
973,4080,9514,CLOSE
974,662,8950,DISTANT
975,8456,3602,CASUAL
976,6832,9139,CLOSE
977,4072,5131,CASUAL
978,2416,7741,CASUAL
979,2872,4277,CASUAL
980,3442,3439,DISTANT
981,6086,5502,DISTANT
982,2475,8236,CLOSE
983,7261,4308,CASUAL
984,5765,4014,CLOSE
985,7053,1052,CLOSE
986,9864,3641,CLOSE
987,7823,3791,CASUAL
988,7066,942,DISTANT
989,2762,8435,CASUAL
990,9582,7512,CLOSE
991,6857,1979,CASUAL
992,4249,496,DISTANT
993,4065,1135,CASUAL
994,5342,1257,CASUAL
995,2700,8449,CASUAL
996,3262,2769,CASUAL
997,9752,9684,CASUAL
998,6480,6682,DISTANT
999,7804,447,CASUAL
1000,3071,8258,DISTANT
1001,2041,496,CLOSE
1002,15,5881,CASUAL
1003,2058,8030,DISTANT
1004,7990,7149,DISTANT
1005,3472,4004,CLOSE
1006,787,3510,CLOSE
1007,6547,8031,DISTANT
1008,3375,3444,CASUAL
1009,6439,6072,DISTANT
1010,8475,4103,DISTANT
