id,from_id,to_id,exposure
143,23702,19750,CASUAL
144,23356,7624,DISTANT
145,4589,12119,CASUAL
146,20480,23681,CASUAL
147,23182,26924,DISTANT
148,28272,27278,DISTANT
149,27410,7661,DISTANT
150,11330,23324,CASUAL
151,7710,3340,CASUAL
152,19141,8367,DISTANT
153,6581,13110,CASUAL
154,16393,5935,CLOSE
155,14112,5186,CASUAL
156,12967,895,DISTANT
157,27741,27955,CLOSE
158,12502,16445,CASUAL
159,15043,4951,CASUAL
160,2624,11771,CLOSE
161,20882,16413,DISTANT
162,19233,3573,CASUAL
163,25127,14791,DISTANT
164,3387,5996,DISTANT
165,2275,16404,CLOSE
166,27956,2421,DISTANT
167,19869,9414,DISTANT
168,10215,25260,DISTANT
169,23272,3793,DISTANT
170,934,25338,CLOSE
171,8688,24597,CLOSE
172,25722,24978,CASUAL
173,26934,849,CLOSE
174,13166,25836,DISTANT
175,22282,1732,CASUAL
176,12337,10955,CLOSE
177,1963,27332,CLOSE
178,26128,22117,CLOSE
179,23715,11455,DISTANT
180,14546,4846,CASUAL
181,26395,18865,DISTANT
182,12719,20264,CLOSE
183,6792,27071,DISTANT
184,12907,12248,CLOSE
185,22251,11413,CASUAL
186,24607,8311,DISTANT
187,11016,29813,CASUAL
188,9147,26072,CLOSE
189,26208,6398,CLOSE
190,27209,11562,DISTANT
191,11397,18118,CASUAL
192,17399,24876,DISTANT
193,20428,3390,CASUAL
194,12952,8169,CLOSE
195,11361,13988,CLOSE
196,12575,26664,CLOSE
197,9578,12779,DISTANT
198,19527,26164,DISTANT
199,20660,27339,CLOSE
200,5181,1053,CLOSE
201,6033,25321,CASUAL
202,536,1050,DISTANT
203,6554,24622,CLOSE
204,29354,13498,CASUAL
205,14816,8269,CLOSE
206,20388,6174,CLOSE
207,17653,29778,CASUAL
208,17384,3805,DISTANT
209,12546,14022,CLOSE
210,6821,22175,DISTANT
211,13297,1641,DISTANT
212,12128,7255,CLOSE
213,2821,12214,CLOSE
214,26844,24871,DISTANT
215,29653,25087,DISTANT
216,22532,18640,CLOSE
217,22389,14813,CASUAL
218,2481,17250,DISTANT
219,27525,21854,CASUAL
220,29714,11616,CLOSE
221,4535,16688,CASUAL
222,24370,18878,CLOSE
223,21056,11955,CASUAL
224,4794,12991,CLOSE
225,15794,12237,CASUAL
226,16037,20876,CLOSE
227,1691,7239,DISTANT
228,8903,7887,DISTANT
229,28984,16266,CASUAL
230,29869,11043,DISTANT
231,17419,5944,DISTANT
232,15083,17072,DISTANT
233,20762,27747,CLOSE
234,22413,19451,CLOSE
235,7412,3998,DISTANT
236,26359,1182,DISTANT
237,19138,25161,CLOSE
238,7495,25140,DISTANT
239,23843,5435,DISTANT
240,29671,20011,DISTANT
241,4454,14801,CASUAL
242,25779,13227,DISTANT
243,18683,7359,CLOSE
244,24954,561,CLOSE
245,27907,13138,DISTANT
246,1325,17914,DISTANT
247,3297,9679,DISTANT
248,1155,15963,CLOSE
249,5456,2942,CLOSE
250,3238,19402,CLOSE
251,11833,16192,DISTANT
252,13013,21421,DISTANT
253,20306,3666,CASUAL
254,563,16951,CASUAL
255,21414,23249,CLOSE
256,20329,15229,CASUAL
257,12367,18923,DISTANT
258,14876,10505,CASUAL
259,7714,8831,CLOSE
260,27431,6541,DISTANT
261,9046,13196,CASUAL
262,21389,20425,DISTANT
263,23690,24486,DISTANT
264,21522,3646,CASUAL
265,27067,24013,CLOSE
266,18731,15612,DISTANT
267,18725,28451,CASUAL
268,5188,3112,CLOSE
269,19925,6944,DISTANT
270,9926,18674,DISTANT
271,23291,17020,CASUAL
272,11599,27463,CASUAL
273,1270,9766,DISTANT
274,18766,18741,CASUAL
275,12196,7093,CASUAL
276,26531,8321,CLOSE
277,9675,17387,CLOSE
278,8543,12718,DISTANT
279,10800,1241,DISTANT
280,14081,9957,CLOSE
281,15934,25795,CASUAL
282,23615,4670,DISTANT
283,22628,28201,CASUAL
284,4342,1947,CLOSE
285,23274,4418,CLOSE
286,24176,6183,CLOSE
287,27653,10769,CLOSE
288,20329,16070,CASUAL
289,12438,15947,DISTANT
290,22285,25587,CLOSE
291,13828,6448,CLOSE
292,10842,2357,DISTANT
293,28462,18974,CASUAL
294,3243,21229,DISTANT
295,12633,21302,CASUAL
296,27226,20828,CLOSE
297,1928,3792,DISTANT
298,26128,29060,CASUAL
299,1114,19294,CLOSE
300,11149,22490,CLOSE
301,26299,19903,CLOSE
302,21694,27049,CASUAL
303,21095,3039,CASUAL
304,28890,11301,DISTANT
305,246,21242,DISTANT
306,22561,24784,CASUAL
307,8163,19454,CLOSE
308,29456,23082,DISTANT
309,24090,17894,CASUAL
310,13807,21190,CLOSE
311,6194,24705,DISTANT
312,1510,27082,DISTANT
313,14433,18487,CASUAL
314,7188,10521,CLOSE
315,2689,145,DISTANT
316,16751,22500,CASUAL
317,16537,17070,DISTANT
318,20833,9541,DISTANT
319,14604,22526,CLOSE
320,17562,28072,DISTANT
321,17612,22107,CASUAL
322,5281,4235,CLOSE
323,22427,11005,CASUAL
324,6769,26847,CASUAL
325,29669,19334,DISTANT
326,18368,15164,DISTANT
327,24206,12273,CASUAL
328,10995,15982,CASUAL
329,1534,6112,CASUAL
330,22467,22689,DISTANT
331,3702,17700,CASUAL
332,20638,9970,CLOSE
333,27824,7077,DISTANT
334,9350,15279,DISTANT
335,4958,12267,CLOSE
336,466,28920,CLOSE
337,16085,6127,CASUAL
338,26368,13275,DISTANT
339,27066,29490,CLOSE
340,23482,14058,DISTANT
341,13470,27712,CLOSE
342,1455,8760,CASUAL
343,25532,17144,DISTANT
344,14384,1749,DISTANT
345,2906,27603,CASUAL
346,20843,1903,CASUAL
347,2935,15901,CLOSE
348,10749,2116,CASUAL
349,5211,19697,CASUAL
350,23178,25269,DISTANT
351,1077,4160,CLOSE
352,7440,15635,CASUAL
353,2249,23287,CLOSE
354,16899,5523,DISTANT
355,23165,16394,CASUAL
356,19850,23564,DISTANT
357,9476,21102,CASUAL
358,18364,4903,CLOSE
359,6384,27970,DISTANT
360,6918,4932,DISTANT
361,13039,25988,CLOSE
362,28141,26020,DISTANT
363,17301,19955,DISTANT
364,15065,3858,CLOSE
365,12199,9901,CASUAL
366,20024,9043,DISTANT
367,7481,29071,DISTANT
368,29657,1799,CLOSE
369,16175,7309,DISTANT
370,28284,25159,DISTANT
371,16457,4470,CASUAL
372,25880,23060,CASUAL
373,4439,13271,CASUAL
374,5413,11659,DISTANT
375,5738,11929,DISTANT
376,4762,25188,CLOSE
377,23009,2938,DISTANT
378,5697,15087,CASUAL
379,23559,27414,CASUAL
380,1551,28115,CLOSE
381,9067,18142,CASUAL
382,17403,20821,CASUAL
383,6671,8158,CLOSE
384,15438,8902,DISTANT
385,20925,24129,CASUAL
386,14050,23876,CLOSE
387,15134,27337,CASUAL
388,21893,14021,DISTANT
389,25469,23958,DISTANT
390,27518,7426,CLOSE
391,2641,4741,DISTANT
392,13481,1192,CASUAL
393,3064,15730,CLOSE
394,9106,28409,CASUAL
395,19712,24462,CLOSE
396,19737,25114,CLOSE
397,4618,20014,CASUAL
398,15504,6844,CASUAL
399,21709,4503,DISTANT
400,25817,15815,DISTANT
401,15731,23690,CASUAL
402,24920,4335,DISTANT
403,6031,8565,CASUAL
404,17848,11799,DISTANT
405,2020,12802,CASUAL
406,2527,12295,CLOSE
407,3631,24674,CASUAL
408,22376,25957,CASUAL
409,10063,26847,CASUAL
410,10814,8678,CLOSE
411,26761,20717,DISTANT
412,17411,17335,CASUAL
413,3559,17033,CLOSE
414,2048,9063,CASUAL
415,15072,12468,CASUAL
416,16078,25442,DISTANT
417,15243,7097,CLOSE
418,4100,28772,CASUAL
419,18451,26466,CLOSE
420,20820,20490,CASUAL
421,439,2164,CASUAL
422,16403,24688,CLOSE
423,2594,5154,DISTANT
424,1379,8319,CLOSE
425,15190,15473,DISTANT
426,3922,10546,CLOSE
427,3946,27997,CASUAL
428,17912,12625,CASUAL
429,28299,24,DISTANT
430,25247,17774,DISTANT
431,4740,5286,DISTANT
432,2707,25600,DISTANT
433,8743,1020,CLOSE
434,16875,27253,CASUAL
435,2300,5367,DISTANT
436,11028,1721,CLOSE
437,20909,21094,DISTANT
438,29117,9132,DISTANT
439,9503,25299,CLOSE
440,18162,26427,CASUAL
441,4213,26383,CASUAL
442,14611,5687,DISTANT
443,17292,1758,CLOSE
444,18703,19052,CLOSE
445,11473,21586,CLOSE
446,18945,21888,CASUAL
447,4566,27114,CASUAL
448,15738,20660,CASUAL
449,15789,6665,CASUAL
450,25924,27524,DISTANT
451,28634,26633,DISTANT
452,22973,11133,DISTANT
453,17114,2534,DISTANT
454,17657,2616,DISTANT
455,9510,28017,CASUAL
456,13948,21132,CLOSE
457,16282,5446,CASUAL
458,18161,6306,CLOSE
459,21371,28375,CASUAL
460,21795,24878,DISTANT
461,14036,13362,DISTANT
462,1668,19095,CLOSE
463,21712,28672,DISTANT
464,8076,12598,DISTANT
465,25424,22649,CLOSE
466,21049,4218,CLOSE
467,2106,25570,CASUAL
468,22470,9590,DISTANT
469,23019,18378,CASUAL
470,13980,26266,CLOSE
471,15073,25675,CASUAL
472,9809,27892,CLOSE
473,25848,26628,CLOSE
474,16114,11150,CASUAL
475,552,11793,CASUAL
476,514,27272,CASUAL
477,10404,1955,DISTANT
478,6844,16619,CASUAL
479,6462,14939,CASUAL
480,4092,24377,DISTANT
481,27433,2612,CLOSE
482,17138,694,CLOSE
483,13433,10496,DISTANT
484,21127,6828,CLOSE
485,25242,8723,DISTANT
486,24929,18921,CASUAL
487,25559,8649,CASUAL
488,8410,20008,CASUAL
489,1421,2528,DISTANT
490,15455,21528,CASUAL
491,21134,22896,CASUAL
492,16441,14529,CASUAL
493,29643,15427,DISTANT
494,23280,15977,CASUAL
495,6306,17,DISTANT
496,24425,29918,DISTANT
497,8132,4450,DISTANT
498,5240,25990,DISTANT
499,18456,7878,DISTANT
500,10835,480,CLOSE
501,3260,2379,CASUAL
502,1461,21031,DISTANT
503,26606,16015,CASUAL
504,227,1548,CLOSE
505,17199,23987,DISTANT
506,27752,7964,CASUAL
507,7142,29071,CASUAL
508,3269,22091,CLOSE
509,24448,12565,CASUAL
510,11953,16593,DISTANT
511,26721,26803,DISTANT
512,11299,9724,DISTANT
513,19289,23842,CLOSE
514,5099,795,CLOSE
515,23376,12944,CLOSE
516,23482,11253,CLOSE
517,21794,24691,DISTANT
518,15914,4041,DISTANT
519,7889,21125,DISTANT
520,26093,5704,DISTANT
521,27865,19863,CLOSE
522,23751,22845,CLOSE
523,14270,4630,CASUAL
524,14696,14700,DISTANT
525,22405,923,CLOSE
526,25938,13114,CASUAL
527,22974,11947,CASUAL
528,1629,629,CLOSE
529,8792,5764,CLOSE
530,26083,13818,DISTANT
531,26852,727,CASUAL
532,8384,7789,DISTANT
533,23195,29516,CASUAL
534,3745,26301,DISTANT
535,8510,25355,DISTANT
536,23848,26483,DISTANT
537,27227,25087,DISTANT
538,25497,3984,CLOSE
539,24681,12444,DISTANT
540,19582,6821,CASUAL
541,29706,14487,DISTANT
542,27410,15077,CLOSE
543,16195,5050,CASUAL
544,8851,21982,CASUAL
545,8384,16385,CLOSE
546,23243,4522,CASUAL
547,13454,28432,CASUAL
548,23458,10747,DISTANT
549,15629,17965,CASUAL
550,5618,14706,CASUAL
551,18841,14679,CLOSE
552,19974,24715,CLOSE
553,5338,2286,CASUAL
554,9716,28255,CASUAL
555,6591,17029,DISTANT
556,8356,2231,CASUAL
557,29217,19722,DISTANT
558,21218,21768,CLOSE
559,4176,20989,DISTANT
560,27026,29092,CLOSE
561,17262,10214,CASUAL
562,22149,5532,CLOSE
563,21001,11064,DISTANT
564,29564,14828,DISTANT
565,10436,16144,CASUAL
566,11411,20581,CASUAL
567,5666,319,CASUAL
568,3681,38,CLOSE
569,4728,2999,CASUAL
570,16255,5851,CASUAL
571,9742,4316,DISTANT
572,24452,5469,CASUAL
573,17406,26379,CLOSE
574,24143,23312,DISTANT
575,7956,22840,DISTANT
576,18378,14148,CLOSE
577,24533,1931,CASUAL
578,20707,17943,DISTANT
579,27551,7847,CLOSE
580,11191,4502,CASUAL
581,1251,16201,DISTANT
582,5092,22655,CASUAL
583,14469,26417,CLOSE
584,24531,15139,DISTANT
585,20629,26953,DISTANT
586,27267,19345,CLOSE
587,21507,20476,CASUAL
588,16961,15159,DISTANT
589,20818,1950,CLOSE
590,22986,24548,CLOSE
591,27991,11274,CASUAL
592,26384,29135,CLOSE
593,17538,14360,DISTANT
594,20069,11091,DISTANT
595,6842,8108,CLOSE
596,6863,12201,CASUAL
597,4422,26997,CASUAL
598,25237,12154,CLOSE
599,10183,27966,CLOSE
600,2212,15648,CASUAL
601,10110,11596,CASUAL
602,22605,23028,CASUAL
603,17386,26922,DISTANT
604,7383,16312,DISTANT
605,11911,15247,CLOSE
606,319,8440,DISTANT
607,13202,14938,DISTANT
608,410,19916,DISTANT
609,22766,5906,CLOSE
610,16424,10500,CLOSE
611,23417,22200,CLOSE
612,6217,467,CLOSE
613,13442,13701,CASUAL
614,19822,4231,CASUAL
615,18894,4804,DISTANT
616,25471,6205,DISTANT
617,6394,10278,DISTANT
618,19287,24152,DISTANT
619,5745,445,DISTANT
620,2500,13600,DISTANT
621,20476,557,DISTANT
622,24741,15640,CLOSE
623,26835,14308,DISTANT
624,22718,17136,CLOSE
625,3396,26282,CLOSE
626,18130,3075,CLOSE
627,23702,24898,CASUAL
628,24749,19689,CLOSE
629,21852,14523,CLOSE
630,14096,18150,CLOSE
631,18758,26303,CASUAL
632,9610,28381,CASUAL
633,335,3689,CASUAL
634,20455,9776,CASUAL
635,10173,207,CLOSE
636,2369,14213,DISTANT
637,3112,4962,CASUAL
638,3439,8116,DISTANT
639,18300,7747,CASUAL
640,19858,12113,CLOSE
641,8005,20116,CASUAL
642,11983,22856,CLOSE
643,23274,24203,DISTANT
644,14463,4083,DISTANT
645,6501,11320,CLOSE
646,5412,3823,CLOSE
647,20858,12789,CASUAL
648,28372,20562,CLOSE
649,28434,1388,CASUAL
650,10971,28866,CLOSE
651,16154,29851,CLOSE
652,20497,2677,CASUAL
653,1180,8738,CASUAL
654,27384,16896,CLOSE
655,29844,6050,CASUAL
656,11196,23670,CASUAL
657,10595,5393,DISTANT
658,7671,19497,CLOSE
659,27851,8096,CLOSE
660,29251,10785,DISTANT
661,16068,12952,CASUAL
662,8151,7621,CLOSE
663,20062,13801,DISTANT
664,27442,29631,CASUAL
665,12699,28899,CLOSE
666,10485,9521,CLOSE
667,6687,17689,CASUAL
668,25962,26249,CASUAL
669,29966,4646,DISTANT
670,1024,1473,CLOSE
671,16350,23777,CLOSE
672,2229,4432,DISTANT
673,3160,11975,CASUAL
674,26351,25654,DISTANT
675,12097,25878,DISTANT
676,17799,26498,CASUAL
677,24898,1286,CLOSE
678,29834,22659,DISTANT
679,23617,28763,DISTANT
680,10059,13555,CLOSE
681,5158,253,CASUAL
682,6178,6201,CASUAL
683,29131,21014,CLOSE
684,4842,12122,CASUAL
685,18646,9874,CASUAL
686,8987,14138,DISTANT
687,738,17756,CASUAL
688,21748,258,DISTANT
689,16357,17739,CASUAL
690,27031,1532,CASUAL
691,12281,29150,DISTANT
692,21240,17365,CASUAL
693,26643,1283,CASUAL
694,4887,1185,CLOSE
695,13123,1986,DISTANT
696,17718,25021,DISTANT
697,16866,11106,DISTANT
698,15839,4909,CASUAL
699,21322,13940,DISTANT
700,17783,9478,CASUAL
701,27284,15668,CLOSE
702,7016,12562,CASUAL
703,13394,4030,CASUAL
704,9484,3800,CASUAL
705,25975,9331,CLOSE
706,3634,28551,CASUAL
707,15495,26725,CLOSE
708,27503,9450,CLOSE
709,2402,15325,CLOSE
710,17012,15753,CLOSE
711,29536,28863,CASUAL
712,767,4471,CLOSE
713,29316,17403,CLOSE
714,21724,25215,CLOSE
715,21456,24242,CLOSE
716,24934,24844,CASUAL
717,21907,28479,DISTANT
718,28881,15108,CASUAL
719,5821,12858,CASUAL
720,8871,16700,DISTANT
721,28018,7791,CLOSE
722,16513,24468,CASUAL
723,24262,3620,CLOSE
724,17017,20852,DISTANT
725,13272,5492,DISTANT
726,8779,7577,CLOSE
727,19513,27001,CLOSE
728,21607,17715,CASUAL
729,7364,9949,DISTANT
730,9841,27366,CLOSE
731,29269,21775,CASUAL
732,7078,27574,CASUAL
733,18377,3018,CLOSE
734,15073,287,CLOSE
735,1507,17635,CLOSE
736,2731,3910,CASUAL
737,19156,14141,CLOSE
738,16548,17558,CLOSE
739,4654,137,CLOSE
740,15527,2599,CLOSE
741,503,7361,DISTANT
742,23105,5726,DISTANT
743,29238,8324,DISTANT
744,24215,9395,CLOSE
745,8416,533,CLOSE
746,16641,2192,CASUAL
747,8181,27092,DISTANT
748,22729,29600,DISTANT
749,4069,26350,CASUAL
750,29915,1740,DISTANT
751,21519,27885,DISTANT
752,24101,2823,CASUAL
753,18427,27424,DISTANT
754,13225,6241,CASUAL
755,21215,9218,CASUAL
756,7280,20289,CLOSE
757,25344,6226,CLOSE
758,11434,19804,CLOSE
759,20318,27431,CASUAL
760,20919,23694,DISTANT
761,23710,16841,CLOSE
762,14384,18025,CLOSE
763,3444,14341,CASUAL
764,8005,11261,DISTANT
765,26637,4334,DISTANT
766,2800,12402,DISTANT
767,8995,15834,CLOSE
768,19692,9820,CLOSE
769,26869,11524,CASUAL
770,19375,25182,CASUAL
771,2127,22157,DISTANT
772,10035,1615,CASUAL
773,9193,7980,DISTANT
774,7518,28820,CLOSE
775,8057,12533,DISTANT
776,1703,6861,CASUAL
777,588,1113,DISTANT
778,5804,6669,CASUAL
779,8245,28233,DISTANT
780,24439,8995,CLOSE
781,12886,2619,CASUAL
782,23817,7464,CASUAL
783,19907,15176,CLOSE
784,14191,20828,CLOSE
785,21838,22398,DISTANT
786,4474,3755,CASUAL
787,14362,9471,CASUAL
788,12044,28860,CASUAL
789,25062,10185,CLOSE
790,3129,14771,DISTANT
791,4382,15483,CLOSE
792,3046,28608,CASUAL
793,6790,5455,CASUAL
794,4523,26792,DISTANT
795,6776,2221,CLOSE
796,4052,14713,CASUAL
797,13202,15805,CASUAL
798,16429,20761,DISTANT
799,11621,21656,DISTANT
800,10854,24824,CASUAL
801,14518,28582,DISTANT
802,11411,18650,CASUAL
803,1031,6026,DISTANT
804,20230,6169,CASUAL
805,20869,2376,DISTANT
806,12835,4275,DISTANT
807,3715,10470,CLOSE
808,20102,17037,DISTANT
809,27254,2555,CASUAL
810,5402,8182,CASUAL
811,14123,8873,CLOSE
812,6064,22470,DISTANT
813,19407,27755,CASUAL
814,25435,6961,CASUAL
815,10000,26506,DISTANT
816,29620,22430,DISTANT
817,15125,7835,CLOSE
818,4243,18260,CASUAL
819,1338,25066,DISTANT
820,6246,984,CASUAL
821,16283,12341,DISTANT
822,12022,14267,CASUAL
823,9522,25383,CLOSE
824,1876,3876,DISTANT
825,22810,12831,CLOSE
826,25158,14783,DISTANT
827,18959,9627,DISTANT
828,8736,26033,CLOSE
829,842,28918,CLOSE
830,14567,17233,DISTANT
831,13755,21538,DISTANT
832,24436,4140,DISTANT
833,11859,29179,CASUAL
834,24345,600,CLOSE
835,1044,10532,CLOSE
836,3834,23854,DISTANT
837,22442,29505,CASUAL
838,24636,28878,CASUAL
839,14314,14975,CLOSE
840,28883,26596,CASUAL
841,14553,18040,CLOSE
842,5863,1919,CASUAL
843,5216,16636,DISTANT
844,17027,13545,DISTANT
845,29257,22869,CLOSE
846,15335,11885,CLOSE
847,25838,21790,DISTANT
848,16069,21693,CASUAL
849,12010,4895,DISTANT
850,12097,26787,CLOSE
851,11868,21848,CLOSE
852,20339,4436,CLOSE
853,2482,3567,CLOSE
854,20413,16334,CLOSE
855,15513,7887,DISTANT
856,3787,22756,CASUAL
857,29519,19865,DISTANT
858,17261,26374,DISTANT
859,20469,17939,CASUAL
860,17864,29329,CASUAL
861,13428,10569,DISTANT
862,6543,12263,CLOSE
863,10114,25349,DISTANT
864,933,385,CLOSE
865,29929,29564,CASUAL
866,11089,26746,DISTANT
867,2384,9451,CASUAL
868,3608,16712,CASUAL
869,15566,27300,CASUAL
870,12666,19501,DISTANT
871,4006,10025,CLOSE
872,24740,12008,CLOSE
873,2521,20481,CASUAL
874,20844,17623,CLOSE
875,19159,17274,CLOSE
876,13295,7242,DISTANT
877,20245,160,DISTANT
878,15784,11667,CLOSE
879,21630,13083,CASUAL
880,19813,3000,CASUAL
881,17011,303,DISTANT
882,6762,11338,CLOSE
883,23171,12623,DISTANT
884,12587,17828,DISTANT
885,1101,22624,DISTANT
886,24471,14251,CASUAL
887,21809,24684,CASUAL
888,27019,7505,DISTANT
889,12203,19034,DISTANT
890,8954,22920,CLOSE
891,26285,26294,CLOSE
892,21516,25627,DISTANT
893,26829,15783,CLOSE
894,26043,26402,CASUAL
895,21376,6018,DISTANT
896,25696,23185,DISTANT
897,5005,10415,CASUAL
898,18022,27674,CASUAL
899,20403,26420,CASUAL
900,478,12343,CLOSE
901,10953,22821,CLOSE
902,17720,27489,DISTANT
903,7181,12917,CLOSE
904,26530,28318,CLOSE
905,4684,23034,CASUAL
906,10349,10792,CLOSE
907,4775,21777,DISTANT
908,4906,10577,CASUAL
909,18619,16644,DISTANT
910,9420,27574,CASUAL
911,21765,5072,CLOSE
912,20541,28958,CASUAL
913,7009,13950,CASUAL
914,25180,13180,CASUAL
915,13617,11319,CASUAL
916,25125,29211,CLOSE
917,6995,4575,CLOSE
918,24906,19204,CASUAL
919,22177,15142,CLOSE
920,15887,27420,DISTANT
921,9154,17880,DISTANT
922,11956,24136,CLOSE
923,1745,24059,CLOSE
924,13053,13579,CLOSE
925,28655,5812,CASUAL
926,15829,3476,CLOSE
927,24569,1712,CASUAL
928,27096,12847,CLOSE
929,29022,26441,CASUAL
930,1897,15161,CASUAL
931,6914,7027,CASUAL
932,13758,18620,CASUAL
933,9983,20304,DISTANT
934,6813,3384,CASUAL
935,28642,25408,DISTANT
936,11026,16851,DISTANT
937,26670,17537,CLOSE
938,823,1451,CASUAL
939,16448,29511,DISTANT
940,10148,24149,CLOSE
941,29552,1242,DISTANT
942,20176,17365,CLOSE
943,16791,19561,CLOSE
944,24610,14687,CASUAL
945,23020,26968,DISTANT
946,20400,25896,DISTANT
947,10793,24905,DISTANT
948,28849,11643,CASUAL
949,9553,1653,CLOSE
950,16220,9084,DISTANT
951,10696,13653,DISTANT
952,722,28911,CLOSE
953,22247,27184,CLOSE
954,23967,2375,DISTANT
955,22815,19713,CLOSE
956,16635,29878,DISTANT
957,28624,20544,CLOSE
958,18920,8019,DISTANT
959,19396,10094,CASUAL
960,5176,27347,CASUAL
961,7047,124,DISTANT
962,11817,24769,CASUAL
963,6688,12345,CASUAL
964,28766,9462,CASUAL
965,13388,2872,CLOSE
966,10861,16148,DISTANT
967,11019,2401,CASUAL
968,13769,27818,CASUAL
969,20011,14214,CLOSE
970,12678,2621,CASUAL
971,16407,15146,CASUAL
972,21323,19933,CLOSE
973,13210,6903,CASUAL
974,23398,6333,CLOSE
975,20430,4113,CASUAL
976,11626,27086,DISTANT
977,25337,22548,DISTANT
978,11197,14904,CASUAL
979,3451,29463,DISTANT
980,10467,11946,CASUAL
981,12152,8638,CLOSE
982,20935,11412,CLOSE
983,24657,9608,CLOSE
984,25471,514,DISTANT
985,28730,12039,CASUAL
986,6200,19804,DISTANT
987,5685,11677,CASUAL
988,11519,2636,CASUAL
989,12829,21173,DISTANT
990,22349,2452,DISTANT
991,27362,6332,DISTANT
992,5436,19610,DISTANT
993,15077,13744,DISTANT
994,26099,15441,CASUAL
995,27991,1795,CLOSE
996,28974,10127,CASUAL
997,16277,15005,CLOSE
998,21242,26626,CASUAL
999,5635,3444,DISTANT
1000,6693,21665,DISTANT
1001,8696,16436,DISTANT
