id,from_id,to_id,exposure
545,6017,695,CASUAL
546,9560,9692,CASUAL
547,244,518,CASUAL
548,5074,9848,CLOSE
549,9954,4119,CASUAL
550,2508,7282,DISTANT
551,3443,3083,CLOSE
552,9784,6000,CLOSE
553,8109,9272,CLOSE
554,1532,216,CLOSE
555,4759,5415,DISTANT
556,1223,4503,CASUAL
557,8677,4649,CASUAL
558,7042,9886,CLOSE
559,33,5230,CASUAL
560,1891,8677,CLOSE
561,8163,9452,CLOSE
562,8598,3777,DISTANT
563,4189,997,CLOSE
564,5582,9329,DISTANT
565,287,9057,CLOSE
566,3755,8489,CLOSE
567,1576,3021,DISTANT
568,4417,6994,CLOSE
569,8948,2158,DISTANT
570,9955,9989,CLOSE
571,2984,4525,DISTANT
572,8609,7027,DISTANT
573,7876,7361,CLOSE
574,193,498,DISTANT
575,3270,2717,CASUAL
576,1368,3984,CASUAL
577,5002,4452,CLOSE
578,5750,3980,CASUAL
579,3784,6615,CLOSE
580,1055,210,CLOSE
581,2605,9182,CLOSE
582,1547,2200,DISTANT
583,9362,7593,CASUAL
584,2608,6048,DISTANT
585,5121,4133,DISTANT
586,4277,6026,CLOSE
587,7249,5287,CLOSE
588,6340,3416,CASUAL
589,2669,1203,CLOSE
590,8702,4446,DISTANT
591,4912,7844,CLOSE
592,9012,3477,DISTANT
593,4980,7992,CASUAL
594,9683,557,CASUAL
595,3012,1672,CLOSE
596,5525,4049,CASUAL
597,3885,652,CLOSE
598,2647,3843,CASUAL
599,1830,9219,CASUAL
600,8780,4922,CLOSE
601,4737,4497,CASUAL
602,9789,1446,CASUAL
603,1232,2999,DISTANT
604,1715,2510,DISTANT
605,4683,5336,CLOSE
606,1971,4458,DISTANT
607,188,8210,DISTANT
608,3971,9101,CLOSE
609,2720,3159,CLOSE
610,6715,9913,DISTANT
611,1374,8807,DISTANT
612,4452,6389,CASUAL
613,6927,8156,CASUAL
614,9745,2643,DISTANT
615,6132,3894,CLOSE
616,7666,8182,DISTANT
617,7739,9099,CLOSE
618,3655,5038,DISTANT
619,425,6984,CASUAL
620,6461,1615,CLOSE
621,8976,3823,CLOSE
622,5932,7002,CASUAL
623,9252,217,CLOSE
624,1726,7818,CLOSE
625,6435,2759,CLOSE
626,4754,3263,CASUAL
627,3046,1899,DISTANT
628,4891,7932,CLOSE
629,3255,3570,DISTANT
630,2093,3537,CLOSE
631,5571,7282,CLOSE
632,7100,9705,CASUAL
633,3401,5930,DISTANT
634,1644,2639,CASUAL
635,600,3931,CASUAL
636,8191,720,CLOSE
637,2134,2973,CASUAL
638,8916,4545,CLOSE
639,3204,6870,DISTANT
640,7455,5553,CLOSE
641,6429,3692,DISTANT
642,4032,2372,CLOSE
643,827,2652,CASUAL
644,3448,97,CASUAL
645,8416,2240,CASUAL
646,3559,609,CLOSE
647,6859,4185,CLOSE
648,4745,691,CLOSE
649,511,5271,DISTANT
650,1120,942,CLOSE
651,2492,1210,CLOSE
652,4058,1300,CASUAL
653,1694,641,DISTANT
654,6012,5467,CASUAL
655,2934,9271,CASUAL
656,6720,8126,CASUAL
657,9495,846,DISTANT
658,3514,6456,CLOSE
659,5571,5399,CLOSE
660,819,501,CASUAL
661,872,5599,CASUAL
662,3582,4398,CLOSE
663,7222,9961,CLOSE
664,2660,1683,DISTANT
665,302,1580,DISTANT
666,9467,3966,CASUAL
667,3740,8764,DISTANT
668,374,7563,CASUAL
669,1985,6362,CLOSE
670,8168,2444,DISTANT
671,3599,2325,CASUAL
672,6776,407,CLOSE
673,2625,457,CLOSE
674,3978,6007,DISTANT
675,7106,4615,DISTANT
676,6147,37,DISTANT
677,4325,4983,CLOSE
678,3443,2928,CLOSE
679,5197,2674,CASUAL
680,554,4713,CASUAL
681,5838,5430,CASUAL
682,6350,7187,CASUAL
683,9746,3059,CLOSE
684,6250,7121,CASUAL
685,9403,4894,CLOSE
686,7526,5013,CLOSE
687,4165,8643,CLOSE
688,2290,133,CLOSE
689,3990,8544,CLOSE
690,7989,2743,CLOSE
691,2071,6739,CLOSE
692,3784,5584,CLOSE
693,5804,7523,CASUAL
694,4079,1741,DISTANT
695,9043,5747,CLOSE
696,1938,6415,CASUAL
697,1887,8194,DISTANT
698,7272,2769,CLOSE
699,7226,1709,DISTANT
700,2642,2538,CLOSE
701,8772,7510,CLOSE
702,6125,3589,CLOSE
703,1434,7301,DISTANT
704,5003,4011,DISTANT
705,3286,4799,CLOSE
706,7230,3926,CASUAL
707,5313,8252,CASUAL
708,1246,7342,CLOSE
709,5744,3359,DISTANT
710,8296,2608,CLOSE
711,7289,5618,DISTANT
712,4055,5239,CASUAL
713,1375,3765,DISTANT
714,6566,2272,DISTANT
715,9758,7551,CLOSE
716,2084,1419,DISTANT
717,3442,1562,CLOSE
718,4078,3664,CASUAL
719,847,9034,CLOSE
720,3189,1808,CASUAL
721,6622,2523,CLOSE
722,1523,7781,DISTANT
723,419,264,DISTANT
724,9581,6189,DISTANT
725,2139,4593,CASUAL
726,5035,27,DISTANT
727,572,3000,CASUAL
728,3174,327,CLOSE
729,9555,3969,CASUAL
730,7847,8666,DISTANT
731,4809,4998,DISTANT
732,1384,6260,CLOSE
733,8897,219,CASUAL
734,2537,9834,DISTANT
735,3177,2211,CLOSE
736,1610,8231,DISTANT
737,2010,4322,DISTANT
738,2185,2628,CLOSE
739,5182,6212,DISTANT
740,2849,1329,CLOSE
741,9792,8919,CLOSE
742,7348,2283,CLOSE
743,2576,5644,DISTANT
744,8901,1894,CASUAL
745,8121,7715,CASUAL
746,380,8499,DISTANT
747,6796,6586,CASUAL
748,7098,4960,DISTANT
749,4463,250,DISTANT
750,5620,8556,CLOSE
751,3301,8735,CLOSE
752,4976,1223,DISTANT
753,8592,1122,CLOSE
754,4196,8305,CLOSE
755,6206,4152,CLOSE
756,1728,3447,DISTANT
757,4503,9253,DISTANT
758,8936,8603,CLOSE
759,9331,8132,CLOSE
760,7015,9130,CLOSE
761,4681,4093,DISTANT
762,7608,3733,CASUAL
763,5981,7318,CLOSE
764,7515,5999,CLOSE
765,6136,906,CLOSE
766,5221,9406,DISTANT
767,4560,1040,DISTANT
768,8159,9139,CASUAL
769,5245,6663,CASUAL
770,8974,4278,CLOSE
771,8451,9797,CLOSE
772,9654,3049,CASUAL
773,945,3982,CLOSE
774,6311,1438,DISTANT
775,4408,5098,CLOSE
776,273,2869,DISTANT
777,2859,306,DISTANT
778,3998,3124,DISTANT
779,1526,4156,CLOSE
780,2428,2465,CASUAL
781,1360,26,CASUAL
782,7107,503,CLOSE
783,1151,6089,CASUAL
784,6374,2406,CLOSE
785,8423,5474,CLOSE
786,2939,7455,CASUAL
787,9761,3105,DISTANT
788,7671,9646,CASUAL
789,3923,6699,DISTANT
790,5717,7487,CLOSE
791,4687,8433,DISTANT
792,9611,1953,CLOSE
793,2018,2447,CASUAL
794,5278,3314,CASUAL
795,8307,6713,CASUAL
796,3432,6821,CLOSE
797,4665,6618,CASUAL
798,2471,6501,DISTANT
799,2630,5893,CASUAL
800,8763,5956,CASUAL
801,3072,4338,CLOSE
802,3599,3035,CASUAL
803,4763,6214,CLOSE
804,1648,3326,DISTANT
805,3833,2577,DISTANT
806,9894,3053,CASUAL
807,8917,7951,CASUAL
808,6066,7869,DISTANT
809,7772,3999,CASUAL
810,4367,5717,CASUAL
811,4043,4943,CASUAL
812,68,7131,CLOSE
813,5892,8025,DISTANT
814,8202,5256,CASUAL
815,7848,7234,DISTANT
816,5194,8415,DISTANT
817,4177,3721,CLOSE
818,5197,5878,DISTANT
819,3552,3370,CLOSE
820,7663,4898,CLOSE
821,1995,417,CASUAL
822,419,2411,CLOSE
823,4834,3274,CLOSE
824,4426,5133,CLOSE
825,5685,3067,DISTANT
826,2075,6839,CASUAL
827,3715,3937,DISTANT
828,1631,5524,CLOSE
829,8484,1092,DISTANT
830,9874,4215,DISTANT
831,6353,6589,CASUAL
832,4431,771,DISTANT
833,4034,9092,CASUAL
834,7408,340,CLOSE
835,6102,8371,CASUAL
836,5307,1215,CASUAL
837,1923,366,DISTANT
838,6862,2138,CASUAL
839,5469,9472,CLOSE
840,3920,13,CASUAL
841,1552,9549,CLOSE
842,8256,386,CLOSE
843,8683,34,CASUAL
844,2681,7657,DISTANT
845,1526,7001,DISTANT
846,1885,6619,DISTANT
847,2278,5845,CLOSE
848,2201,5384,DISTANT
849,3416,8958,DISTANT
850,3709,10,CASUAL
851,9680,2734,CASUAL
852,8058,3356,CASUAL
853,8284,1939,DISTANT
854,3533,493,CLOSE
855,1475,3586,CASUAL
856,5411,655,CLOSE
857,8622,9656,CASUAL
858,7112,6597,DISTANT
859,5413,5506,DISTANT
860,7979,7526,CASUAL
861,6842,6559,CLOSE
862,9098,4139,CASUAL
863,4644,4863,CLOSE
864,3830,9177,DISTANT
865,5204,9558,CASUAL
866,8491,2241,DISTANT
867,2753,5314,DISTANT
868,7030,7868,CASUAL
869,8239,9244,CLOSE
870,2662,5836,DISTANT
871,7119,3271,CLOSE
872,9422,1758,CASUAL
873,9049,1939,CLOSE
874,2792,1982,CLOSE
875,465,5058,CLOSE
876,4681,8387,CLOSE
877,319,3637,DISTANT
878,3989,7402,CLOSE
879,8994,181,CLOSE
880,8642,1557,CASUAL
881,3993,2520,DISTANT
882,5513,7806,CLOSE
883,1282,6005,DISTANT
884,9803,7857,CLOSE
885,8274,4124,CLOSE
886,2943,7332,DISTANT
887,8017,9207,DISTANT
888,9784,4789,CASUAL
889,2271,9767,CASUAL
890,1332,9696,CLOSE
891,5684,2274,CLOSE
892,8056,529,CLOSE
893,4387,3412,CASUAL
894,457,8087,DISTANT
895,5280,3367,DISTANT
896,3780,39,DISTANT
897,3931,3628,CLOSE
898,9478,4675,CASUAL
899,6213,1,DISTANT
900,1576,2067,DISTANT
901,2769,8127,DISTANT
902,2797,6000,CASUAL
903,9244,1097,CASUAL
904,7197,8933,CASUAL
905,3956,9723,DISTANT
906,9549,9557,DISTANT
907,3555,387,CASUAL
908,3519,5154,CLOSE
909,6609,8452,CLOSE
910,7110,5315,CASUAL
911,4469,6279,DISTANT
912,9767,1826,CASUAL
913,1916,8168,DISTANT
914,6800,2592,CASUAL
915,4688,9628,CASUAL
916,5375,5574,CLOSE
917,8283,7317,CLOSE
918,4006,2820,CLOSE
919,404,5724,CLOSE
920,5920,954,CLOSE
921,5437,6981,CASUAL
922,1088,484,CASUAL
923,1454,4657,DISTANT
924,9291,556,DISTANT
925,3152,1539,CASUAL
926,7779,7729,CLOSE
927,4893,1621,DISTANT
928,2486,4873,CLOSE
929,3053,1985,CASUAL
930,8572,8911,CLOSE
931,1151,9432,DISTANT
932,528,4133,DISTANT
933,8393,2122,CASUAL
934,6372,4069,DISTANT
935,5359,9125,CASUAL
936,9588,1042,CASUAL
937,3359,5292,DISTANT
938,5770,8574,DISTANT
939,4531,8017,CLOSE
940,5534,942,CLOSE
941,4892,1591,CASUAL
942,7651,2927,CASUAL
943,8080,1234,CASUAL
944,2191,4873,DISTANT
945,1253,8989,DISTANT
946,4219,5248,CLOSE
947,4351,9238,DISTANT
948,4446,3641,CASUAL
949,1951,7596,DISTANT
950,6292,6576,DISTANT
951,9798,9388,CLOSE
952,6797,8170,DISTANT
953,7271,5397,DISTANT
954,4716,7792,CLOSE
955,3642,9666,CASUAL
956,5434,2615,CASUAL
957,9733,9221,DISTANT
958,4718,5032,CLOSE
959,2985,6333,CLOSE
960,3378,4969,CASUAL
961,3289,124,CLOSE
962,1023,8228,CASUAL
963,8413,3782,CLOSE
964,3029,6491,CLOSE
965,9966,1315,CLOSE
966,1645,7779,CASUAL
967,538,3688,DISTANT
968,61,6448,CASUAL
969,3439,8634,CLOSE
970,1716,8387,CASUAL
971,6779,8386,CASUAL
972,4012,4187,DISTANT
973,9628,7370,CLOSE
974,2385,1479,DISTANT
975,4408,4455,CASUAL
976,7092,2406,CLOSE
977,8603,6589,DISTANT
978,9007,5684,CASUAL
979,4249,1500,CLOSE
980,1715,1059,DISTANT
981,4084,6301,CASUAL
982,2451,4282,DISTANT
983,3742,3736,DISTANT
984,6521,3589,CASUAL
985,1747,4773,CLOSE
986,3903,9906,DISTANT
987,608,5499,CASUAL
988,6687,4354,CASUAL
989,9921,5213,CASUAL
990,1710,797,DISTANT
991,7500,9300,CASUAL
992,7318,669,CASUAL
993,4068,5228,CASUAL
994,8611,5303,CASUAL
995,8023,9540,CASUAL
996,6791,2827,DISTANT
997,727,4278,CASUAL
998,9748,8069,DISTANT
999,5120,7807,CASUAL
1000,3098,4572,CASUAL
1001,3541,6134,CASUAL
1002,7387,6086,CASUAL
1003,5469,6433,CLOSE
1004,1180,788,CASUAL
1005,3955,9094,CASUAL
1006,1700,1326,CASUAL
1007,1066,4218,CASUAL
1008,9108,9126,CLOSE
1009,7387,4251,CLOSE
